episode,score,best,eval_avg,eval_best,cleared,steps,epsilon,buffer,loss,phase,death_cause,sps,timestamp
224,76.2,118.3,1340.2,7150.0,4,244,0.7737,35724,0.03304,2-mid,cactus_small,346.0,2026-06-12T19:55:57
225,161.3,161.3,1340.2,7150.0,14,497,0.7706,36221,0.03451,2-mid,cactus_small,310.0,2026-06-12T19:55:59
226,55.8,161.3,1340.2,7150.0,1,181,0.7695,36402,0.03424,2-mid,cactus_large,333.0,2026-06-12T19:55:59
227,40.5,161.3,1340.2,7150.0,0,132,0.7686,36534,0.03484,2-mid,cactus_large,309.0,2026-06-12T19:56:00
228,47.7,161.3,1340.2,7150.0,1,155,0.7676,36689,0.03389,2-mid,cactus_small,338.0,2026-06-12T19:56:00
229,40.5,161.3,1340.2,7150.0,0,132,0.7668,36821,0.03494,2-mid,cactus_large,339.0,2026-06-12T19:56:01
230,40.5,161.3,1340.2,7150.0,0,132,0.766,36953,0.03472,2-mid,cactus_large,346.0,2026-06-12T19:56:01
231,48.5,161.3,1340.2,7150.0,1,158,0.765,37111,0.03574,2-mid,cactus_small,335.0,2026-06-12T19:56:01
232,127.3,161.3,1340.2,7150.0,9,398,0.7624,37509,0.03616,2-mid,cactus_large,323.0,2026-06-12T19:56:03
233,40.6,161.3,1340.2,7150.0,0,133,0.7616,37642,0.03586,2-mid,cactus_small,340.0,2026-06-12T19:56:03
234,40.3,161.3,1340.2,7150.0,0,132,0.7608,37774,0.03585,2-mid,cactus_large,328.0,2026-06-12T19:56:03
235,58.0,161.3,1340.2,7150.0,2,188,0.7596,37962,0.03496,2-mid,cactus_large,326.0,2026-06-12T19:56:04
236,40.5,161.3,1340.2,7150.0,0,132,0.7587,38094,0.03626,2-mid,cactus_large,341.0,2026-06-12T19:56:04
237,40.5,161.3,1340.2,7150.0,0,132,0.7579,38226,0.0378,2-mid,cactus_large,336.0,2026-06-12T19:56:05
238,65.2,161.3,1340.2,7150.0,3,210,0.7566,38436,0.03578,2-mid,cactus_large,328.0,2026-06-12T19:56:05
239,58.3,161.3,1340.2,7150.0,2,189,0.7554,38625,0.03631,2-mid,cactus_large,329.0,2026-06-12T19:56:06
240,63.3,161.3,1340.2,7150.0,2,204,0.7541,38829,0.03776,2-mid,cactus_large,319.0,2026-06-12T19:56:07
241,40.5,161.3,1340.2,7150.0,0,132,0.7532,38961,0.03894,2-mid,cactus_large,320.0,2026-06-12T19:56:07
242,48.6,161.3,1340.2,7150.0,1,158,0.7522,39119,0.03711,2-mid,cactus_small,323.0,2026-06-12T19:56:08
243,40.6,161.3,1340.2,7150.0,0,133,0.7514,39252,0.03383,2-mid,cactus_small,310.0,2026-06-12T19:56:08
244,54.0,161.3,1340.2,7150.0,2,175,0.7503,39427,0.03762,2-mid,cactus_large,320.0,2026-06-12T19:56:09
245,51.6,161.3,1340.2,7150.0,1,168,0.7492,39595,0.03735,2-mid,cactus_large,324.0,2026-06-12T19:56:09
246,112.1,161.3,1340.2,7150.0,8,353,0.747,39948,0.03943,2-mid,cactus_small,319.0,2026-06-12T19:56:10
247,40.5,161.3,1340.2,7150.0,0,132,0.7462,40080,0.03442,2-mid,cactus_large,323.0,2026-06-12T19:56:11
248,48.6,161.3,1340.2,7150.0,1,158,0.7452,40238,0.03882,2-mid,cactus_large,326.0,2026-06-12T19:56:11
249,40.8,161.3,949.4,7150.0,0,133,0.7443,40371,0.03798,2-mid,cactus_small,54.0,2026-06-12T19:56:14
250,56.7,161.3,949.4,7150.0,2,184,0.7432,40555,0.03777,2-mid,cactus_large,251.0,2026-06-12T19:56:14
251,81.4,161.3,949.4,7150.0,4,260,0.7415,40815,0.03812,2-mid,cactus_small,293.0,2026-06-12T19:56:15
252,40.6,161.3,949.4,7150.0,0,133,0.7407,40948,0.0396,2-mid,cactus_small,137.0,2026-06-12T19:56:16
253,126.1,161.3,949.4,7150.0,9,395,0.7382,41343,0.03882,2-mid,cactus_large,295.0,2026-06-12T19:56:17
254,67.3,161.3,949.4,7150.0,3,217,0.7368,41560,0.03972,2-mid,cactus_small,323.0,2026-06-12T19:56:18
255,72.6,161.3,949.4,7150.0,4,233,0.7353,41793,0.03774,2-mid,cactus_small,327.0,2026-06-12T19:56:19
256,41.9,161.3,949.4,7150.0,0,137,0.7344,41930,0.03966,2-mid,cactus_small,321.0,2026-06-12T19:56:19
257,40.5,161.3,949.4,7150.0,0,132,0.7336,42062,0.03858,2-mid,cactus_large,314.0,2026-06-12T19:56:20
258,78.1,161.3,949.4,7150.0,4,250,0.732,42312,0.03836,2-mid,cactus_large,318.0,2026-06-12T19:56:20
259,85.9,161.3,949.4,7150.0,5,274,0.7303,42586,0.03991,2-mid,cactus_small,323.0,2026-06-12T19:56:21
260,41.7,161.3,949.4,7150.0,0,136,0.7294,42722,0.04228,2-mid,cactus_large,319.0,2026-06-12T19:56:22
261,55.0,161.3,949.4,7150.0,2,178,0.7283,42900,0.03843,2-mid,cactus_large,320.0,2026-06-12T19:56:22
262,100.6,161.3,949.4,7150.0,8,319,0.7263,43219,0.04104,2-mid,cactus_small,313.0,2026-06-12T19:56:23
263,123.7,161.3,949.4,7150.0,9,388,0.7238,43607,0.04032,2-mid,cactus_small,318.0,2026-06-12T19:56:25
264,62.0,161.3,949.4,7150.0,2,200,0.7226,43807,0.0392,2-mid,cactus_large,318.0,2026-06-12T19:56:25
265,41.6,161.3,949.4,7150.0,0,136,0.7217,43943,0.03961,2-mid,cactus_small,150.0,2026-06-12T19:56:26
266,49.4,161.3,949.4,7150.0,1,161,0.7207,44104,0.04383,2-mid,cactus_small,310.0,2026-06-12T19:56:27
267,88.9,161.3,949.4,7150.0,5,283,0.7189,44387,0.04261,2-mid,cactus_large,325.0,2026-06-12T19:56:27
268,71.3,161.3,949.4,7150.0,4,229,0.7174,44616,0.04185,2-mid,cactus_small,331.0,2026-06-12T19:56:28
269,67.9,161.3,949.4,7150.0,3,219,0.716,44835,0.03993,2-mid,cactus_large,321.0,2026-06-12T19:56:29
270,41.4,161.3,949.4,7150.0,0,135,0.7152,44970,0.04211,2-mid,cactus_large,327.0,2026-06-12T19:56:29
271,102.3,161.3,949.4,7150.0,8,324,0.7131,45294,0.04179,2-mid,cactus_large,327.0,2026-06-12T19:56:30
272,75.8,161.3,949.4,7150.0,3,243,0.7116,45537,0.04325,2-mid,cactus_small,316.0,2026-06-12T19:56:31
273,40.5,161.3,949.4,7150.0,0,132,0.7108,45669,0.04313,2-mid,cactus_large,323.0,2026-06-12T19:56:31
274,57.4,161.3,949.4,7150.0,2,186,0.7096,45855,0.04335,2-mid,cactus_large,326.0,2026-06-12T19:56:32
275,113.1,161.3,949.4,7150.0,9,356,0.7073,46211,0.04343,2-mid,cactus_large,324.0,2026-06-12T19:56:33
276,40.5,161.3,949.4,7150.0,0,132,0.7065,46343,0.04619,2-mid,cactus_small,328.0,2026-06-12T19:56:33
277,41.3,161.3,949.4,7150.0,0,135,0.7056,46478,0.04276,2-mid,cactus_small,330.0,2026-06-12T19:56:34
278,40.5,161.3,949.4,7150.0,0,132,0.7048,46610,0.04227,2-mid,cactus_large,330.0,2026-06-12T19:56:34
279,55.3,161.3,949.4,7150.0,1,179,0.7037,46789,0.04241,2-mid,cactus_large,327.0,2026-06-12T19:56:35
280,59.1,161.3,949.4,7150.0,2,191,0.7025,46980,0.04327,2-mid,cactus_large,327.0,2026-06-12T19:56:35
281,50.2,161.3,949.4,7150.0,1,163,0.7014,47143,0.04239,2-mid,cactus_small,319.0,2026-06-12T19:56:36
282,40.5,161.3,949.4,7150.0,0,132,0.7006,47275,0.04376,2-mid,cactus_small,320.0,2026-06-12T19:56:36
283,77.0,161.3,949.4,7150.0,4,247,0.699,47522,0.04611,2-mid,cactus_small,329.0,2026-06-12T19:56:37
284,40.5,161.3,949.4,7150.0,0,132,0.6982,47654,0.04182,2-mid,cactus_small,305.0,2026-06-12T19:56:38
285,148.9,161.3,949.4,7150.0,12,461,0.6953,48115,0.0454,2-mid,cactus_large,322.0,2026-06-12T19:56:39
286,48.3,161.3,949.4,7150.0,1,157,0.6943,48272,0.0445,2-mid,cactus_large,320.0,2026-06-12T19:56:39
287,40.5,161.3,949.4,7150.0,0,132,0.6934,48404,0.04402,2-mid,cactus_large,315.0,2026-06-12T19:56:40
288,67.6,161.3,949.4,7150.0,3,218,0.6921,48622,0.04388,2-mid,cactus_small,327.0,2026-06-12T19:56:41
289,74.2,161.3,949.4,7150.0,4,238,0.6906,48860,0.04395,2-mid,cactus_large,325.0,2026-06-12T19:56:41
290,57.2,161.3,949.4,7150.0,2,185,0.6894,49045,0.04708,2-mid,cactus_small,320.0,2026-06-12T19:56:42
291,40.5,161.3,949.4,7150.0,0,132,0.6885,49177,0.04895,2-mid,cactus_large,326.0,2026-06-12T19:56:42
292,69.5,161.3,949.4,7150.0,3,224,0.6871,49401,0.04368,2-mid,cactus_large,328.0,2026-06-12T19:56:43
293,79.3,161.3,949.4,7150.0,4,254,0.6855,49655,0.04662,2-mid,cactus_small,327.0,2026-06-12T19:56:44
294,69.9,161.3,949.4,7150.0,3,225,0.6841,49880,0.04908,2-mid,cactus_small,330.0,2026-06-12T19:56:44
295,49.0,161.3,949.4,7150.0,1,159,0.6831,50039,0.04906,2-mid,cactus_small,331.0,2026-06-12T19:56:45
296,40.5,161.3,949.4,7150.0,0,132,0.6823,50171,0.04878,2-mid,cactus_small,332.0,2026-06-12T19:56:45
297,41.4,161.3,949.4,7150.0,0,135,0.6814,50306,0.04505,2-mid,cactus_large,317.0,2026-06-12T19:56:46
298,41.7,161.3,949.4,7150.0,0,136,0.6805,50442,0.04785,2-mid,cactus_large,333.0,2026-06-12T19:56:46
299,57.7,161.3,1013.8,7150.0,2,187,0.6793,50629,0.04595,3-full-speed,cactus_small,67.0,2026-06-12T19:56:49
300,52.9,161.3,1013.8,7150.0,1,172,0.6783,50801,0.04938,3-full-speed,cactus_small,325.0,2026-06-12T19:56:49
301,56.4,161.3,1013.8,7150.0,2,183,0.6771,50984,0.04665,3-full-speed,cactus_small,328.0,2026-06-12T19:56:50
302,56.6,161.3,1013.8,7150.0,2,183,0.6759,51167,0.04863,3-full-speed,cactus_small,323.0,2026-06-12T19:56:51
303,41.1,161.3,1013.8,7150.0,0,134,0.6751,51301,0.05012,3-full-speed,cactus_small,327.0,2026-06-12T19:56:51
304,73.7,161.3,1013.8,7150.0,4,237,0.6736,51538,0.04765,3-full-speed,cactus_small,325.0,2026-06-12T19:56:52
305,40.2,161.3,1013.8,7150.0,0,131,0.6728,51669,0.04832,3-full-speed,cactus_small,326.0,2026-06-12T19:56:52
306,40.5,161.3,1013.8,7150.0,0,132,0.6719,51801,0.04693,3-full-speed,cactus_large,326.0,2026-06-12T19:56:52
307,40.5,161.3,1013.8,7150.0,0,132,0.6711,51933,0.05157,3-full-speed,cactus_small,327.0,2026-06-12T19:56:53
308,145.8,161.3,1013.8,7150.0,13,452,0.6682,52385,0.04985,3-full-speed,cactus_small,308.0,2026-06-12T19:56:54
309,78.0,161.3,1013.8,7150.0,4,250,0.6666,52635,0.05095,3-full-speed,cactus_small,303.0,2026-06-12T19:56:55
310,48.8,161.3,1013.8,7150.0,1,159,0.6656,52794,0.05197,3-full-speed,cactus_small,303.0,2026-06-12T19:56:56
311,40.5,161.3,1013.8,7150.0,0,132,0.6648,52926,0.05017,3-full-speed,cactus_small,300.0,2026-06-12T19:56:56
312,80.6,161.3,1013.8,7150.0,5,258,0.6632,53184,0.04997,3-full-speed,cactus_large,317.0,2026-06-12T19:56:57
313,48.0,161.3,1013.8,7150.0,1,156,0.6622,53340,0.05008,3-full-speed,cactus_small,321.0,2026-06-12T19:56:57
314,40.5,161.3,1013.8,7150.0,0,132,0.6613,53472,0.04857,3-full-speed,cactus_large,326.0,2026-06-12T19:56:58
315,41.9,161.3,1013.8,7150.0,0,137,0.6605,53609,0.04881,3-full-speed,cactus_small,313.0,2026-06-12T19:56:58
316,124.8,161.3,1013.8,7150.0,10,391,0.658,54000,0.05076,3-full-speed,cactus_large,321.0,2026-06-12T19:57:00
317,41.1,161.3,1013.8,7150.0,0,134,0.6572,54134,0.04758,3-full-speed,cactus_small,311.0,2026-06-12T19:57:00
318,58.3,161.3,1013.8,7150.0,2,189,0.656,54323,0.05003,3-full-speed,cactus_small,264.0,2026-06-12T19:57:01
319,49.0,161.3,1013.8,7150.0,1,159,0.6549,54482,0.04781,3-full-speed,cactus_large,305.0,2026-06-12T19:57:01
320,63.9,161.3,1013.8,7150.0,2,206,0.6536,54688,0.04928,3-full-speed,cactus_small,323.0,2026-06-12T19:57:02
321,67.3,161.3,1013.8,7150.0,4,217,0.6523,54905,0.05242,3-full-speed,cactus_small,304.0,2026-06-12T19:57:03
322,63.9,161.3,1013.8,7150.0,2,206,0.651,55111,0.04747,3-full-speed,cactus_large,318.0,2026-06-12T19:57:03
323,61.0,161.3,1013.8,7150.0,3,197,0.6497,55308,0.0503,3-full-speed,cactus_large,319.0,2026-06-12T19:57:04
324,60.1,161.3,1013.8,7150.0,2,194,0.6485,55502,0.04916,3-full-speed,cactus_small,325.0,2026-06-12T19:57:04
325,56.3,161.3,1013.8,7150.0,2,182,0.6473,55684,0.04843,3-full-speed,cactus_small,329.0,2026-06-12T19:57:05
326,57.4,161.3,1013.8,7150.0,2,186,0.6462,55870,0.0551,3-full-speed,cactus_large,313.0,2026-06-12T19:57:06
327,185.3,185.3,1013.8,7150.0,18,565,0.6426,56435,0.05165,3-full-speed,cactus_large,303.0,2026-06-12T19:57:07
328,40.5,185.3,1013.8,7150.0,0,132,0.6417,56567,0.05414,3-full-speed,cactus_small,294.0,2026-06-12T19:57:08
329,51.6,185.3,1013.8,7150.0,1,168,0.6407,56735,0.0522,3-full-speed,cactus_small,303.0,2026-06-12T19:57:08
330,41.3,185.3,1013.8,7150.0,0,135,0.6398,56870,0.05166,3-full-speed,cactus_large,291.0,2026-06-12T19:57:09
331,95.2,185.3,1013.8,7150.0,6,302,0.6379,57172,0.05072,3-full-speed,cactus_small,301.0,2026-06-12T19:57:10
332,41.9,185.3,1013.8,7150.0,0,137,0.637,57309,0.05018,3-full-speed,cactus_small,318.0,2026-06-12T19:57:10
333,70.5,185.3,1013.8,7150.0,3,227,0.6356,57536,0.05243,3-full-speed,cactus_small,295.0,2026-06-12T19:57:11
334,71.2,185.3,1013.8,7150.0,3,229,0.6342,57765,0.05291,3-full-speed,cactus_small,313.0,2026-06-12T19:57:12
335,50.2,185.3,1013.8,7150.0,1,163,0.6331,57928,0.05581,3-full-speed,cactus_small,325.0,2026-06-12T19:57:12
336,84.5,185.3,1013.8,7150.0,5,270,0.6314,58198,0.051,3-full-speed,cactus_small,324.0,2026-06-12T19:57:13
337,49.6,185.3,1013.8,7150.0,1,161,0.6304,58359,0.04919,3-full-speed,cactus_small,315.0,2026-06-12T19:57:14
338,58.3,185.3,1013.8,7150.0,2,189,0.6292,58548,0.05368,3-full-speed,cactus_small,308.0,2026-06-12T19:57:14
339,96.0,185.3,1013.8,7150.0,6,305,0.6273,58853,0.0507,3-full-speed,cactus_large,320.0,2026-06-12T19:57:15
340,104.4,185.3,1013.8,7150.0,8,330,0.6252,59183,0.05245,3-full-speed,cactus_large,296.0,2026-06-12T19:57:16
341,66.6,185.3,1013.8,7150.0,3,215,0.6238,59398,0.05206,3-full-speed,cactus_small,305.0,2026-06-12T19:57:17
342,40.2,185.3,1013.8,7150.0,0,131,0.623,59529,0.05173,3-full-speed,cactus_small,318.0,2026-06-12T19:57:17
343,64.2,185.3,1013.8,7150.0,2,207,0.6217,59736,0.05281,3-full-speed,cactus_small,314.0,2026-06-12T19:57:18
344,69.1,185.3,1013.8,7150.0,4,222,0.6203,59958,0.05239,3-full-speed,cactus_small,306.0,2026-06-12T19:57:19
345,97.0,185.3,1013.8,7150.0,6,308,0.6183,60266,0.05227,3-full-speed,cactus_small,306.0,2026-06-12T19:57:20
346,48.5,185.3,1013.8,7150.0,1,158,0.6173,60424,0.05071,3-full-speed,cactus_large,319.0,2026-06-12T19:57:20
347,70.8,185.3,1013.8,7150.0,3,228,0.6159,60652,0.05424,3-full-speed,cactus_large,317.0,2026-06-12T19:57:21
348,81.7,185.3,1013.8,7150.0,6,261,0.6142,60913,0.05262,3-full-speed,cactus_small,310.0,2026-06-12T19:57:22
349,103.6,185.3,3374.9,7150.0,7,328,0.6121,61241,0.05298,3-full-speed,cactus_small,49.0,2026-06-12T19:57:29
350,46.8,185.3,3374.9,7150.0,1,152,0.6112,61393,0.05138,3-full-speed,cactus_small,311.0,2026-06-12T19:57:29
351,40.9,185.3,3374.9,7150.0,0,134,0.6103,61527,0.05295,3-full-speed,cactus_small,313.0,2026-06-12T19:57:29
352,80.6,185.3,3374.9,7150.0,4,258,0.6087,61785,0.05644,3-full-speed,cactus_large,310.0,2026-06-12T19:57:30
353,40.5,185.3,3374.9,7150.0,0,132,0.6079,61917,0.05811,3-full-speed,cactus_large,320.0,2026-06-12T19:57:31
354,55.5,185.3,3374.9,7150.0,2,180,0.6067,62097,0.05755,3-full-speed,cactus_large,316.0,2026-06-12T19:57:31
355,41.3,185.3,3374.9,7150.0,0,135,0.6059,62232,0.04995,3-full-speed,cactus_small,319.0,2026-06-12T19:57:32
356,69.2,185.3,3374.9,7150.0,3,223,0.6045,62455,0.05793,3-full-speed,cactus_small,319.0,2026-06-12T19:57:32
357,40.5,185.3,3374.9,7150.0,0,132,0.6036,62587,0.05191,3-full-speed,cactus_large,319.0,2026-06-12T19:57:33
358,89.9,185.3,3374.9,7150.0,5,286,0.6018,62873,0.05259,3-full-speed,cactus_large,309.0,2026-06-12T19:57:34
359,41.4,185.3,3374.9,7150.0,0,135,0.6009,63008,0.05438,3-full-speed,cactus_small,310.0,2026-06-12T19:57:34
360,49.3,185.3,3374.9,7150.0,1,160,0.5999,63168,0.05639,3-full-speed,cactus_large,319.0,2026-06-12T19:57:35
361,49.1,185.3,3374.9,7150.0,1,160,0.5989,63328,0.05914,3-full-speed,cactus_small,312.0,2026-06-12T19:57:35
362,85.8,185.3,3374.9,7150.0,5,274,0.5972,63602,0.05851,3-full-speed,cactus_large,322.0,2026-06-12T19:57:36
363,107.4,185.3,3374.9,7150.0,8,339,0.595,63941,0.05692,3-full-speed,cactus_large,312.0,2026-06-12T19:57:37
364,96.6,185.3,3374.9,7150.0,6,307,0.5931,64248,0.05604,3-full-speed,cactus_small,319.0,2026-06-12T19:57:38
365,77.3,185.3,3374.9,7150.0,4,248,0.5915,64496,0.05829,3-full-speed,cactus_small,315.0,2026-06-12T19:57:39
366,113.8,185.3,3374.9,7150.0,9,358,0.5893,64854,0.05684,3-full-speed,cactus_small,313.0,2026-06-12T19:57:40
367,56.9,185.3,3374.9,7150.0,2,184,0.5881,65038,0.05716,3-full-speed,cactus_small,314.0,2026-06-12T19:57:41
368,53.4,185.3,3374.9,7150.0,1,173,0.587,65211,0.05764,3-full-speed,cactus_small,314.0,2026-06-12T19:57:41
369,41.9,185.3,3374.9,7150.0,0,137,0.5861,65348,0.05949,3-full-speed,cactus_small,316.0,2026-06-12T19:57:42
370,80.4,185.3,3374.9,7150.0,4,257,0.5845,65605,0.05644,3-full-speed,cactus_large,315.0,2026-06-12T19:57:42
371,40.5,185.3,3374.9,7150.0,0,132,0.5837,65737,0.05731,3-full-speed,cactus_large,326.0,2026-06-12T19:57:43
372,104.9,185.3,3374.9,7150.0,7,332,0.5816,66069,0.05734,3-full-speed,cactus_large,321.0,2026-06-12T19:57:44
373,71.2,185.3,3374.9,7150.0,2,229,0.5801,66298,0.05897,3-full-speed,cactus_large,313.0,2026-06-12T19:57:45
374,48.6,185.3,3374.9,7150.0,1,158,0.5791,66456,0.05842,3-full-speed,cactus_large,306.0,2026-06-12T19:57:45
375,41.7,185.3,3374.9,7150.0,0,136,0.5783,66592,0.05697,3-full-speed,cactus_small,324.0,2026-06-12T19:57:45
376,41.4,185.3,3374.9,7150.0,0,135,0.5774,66727,0.05915,3-full-speed,cactus_small,323.0,2026-06-12T19:57:46
377,55.0,185.3,3374.9,7150.0,1,178,0.5763,66905,0.05563,3-full-speed,cactus_large,319.0,2026-06-12T19:57:46
378,55.6,185.3,3374.9,7150.0,2,180,0.5751,67085,0.05624,3-full-speed,cactus_small,320.0,2026-06-12T19:57:47
379,49.3,185.3,3374.9,7150.0,1,160,0.5741,67245,0.05863,3-full-speed,cactus_large,312.0,2026-06-12T19:57:48
380,151.3,185.3,3374.9,7150.0,12,468,0.5712,67713,0.05919,3-full-speed,cactus_small,317.0,2026-06-12T19:57:49
381,142.4,185.3,3374.9,7150.0,12,442,0.5684,68155,0.05925,3-full-speed,cactus_small,310.0,2026-06-12T19:57:50
382,40.9,185.3,3374.9,7150.0,0,134,0.5675,68289,0.06064,3-full-speed,cactus_large,321.0,2026-06-12T19:57:51
383,40.8,185.3,3374.9,7150.0,0,133,0.5667,68422,0.05951,3-full-speed,cactus_large,317.0,2026-06-12T19:57:51
384,112.5,185.3,3374.9,7150.0,8,354,0.5644,68776,0.05958,3-full-speed,cactus_small,300.0,2026-06-12T19:57:52
385,70.0,185.3,3374.9,7150.0,4,225,0.563,69001,0.06082,3-full-speed,cactus_large,310.0,2026-06-12T19:57:53
386,120.7,185.3,3374.9,7150.0,10,379,0.5606,69380,0.05786,3-full-speed,cactus_large,305.0,2026-06-12T19:57:54
387,207.6,207.6,3374.9,7150.0,18,627,0.5566,70007,0.05667,3-full-speed,cactus_large,301.0,2026-06-12T19:57:57
388,95.5,207.6,3374.9,7150.0,6,303,0.5547,70310,0.05763,3-full-speed,cactus_small,319.0,2026-06-12T19:57:57
389,56.6,207.6,3374.9,7150.0,2,183,0.5535,70493,0.06009,3-full-speed,cactus_large,309.0,2026-06-12T19:57:58
390,40.5,207.6,3374.9,7150.0,0,132,0.5527,70625,0.05874,3-full-speed,cactus_small,295.0,2026-06-12T19:57:59
391,71.5,207.6,3374.9,7150.0,3,230,0.5513,70855,0.06095,3-full-speed,cactus_small,308.0,2026-06-12T19:57:59
392,79.1,207.6,3374.9,7150.0,4,253,0.5496,71108,0.05862,3-full-speed,cactus_small,303.0,2026-06-12T19:58:00
393,70.7,207.6,3374.9,7150.0,3,227,0.5482,71335,0.06106,3-full-speed,cactus_large,312.0,2026-06-12T19:58:01
394,41.3,207.6,3374.9,7150.0,0,135,0.5474,71470,0.06368,3-full-speed,cactus_large,317.0,2026-06-12T19:58:01
395,70.7,207.6,3374.9,7150.0,3,227,0.5459,71697,0.05746,3-full-speed,cactus_large,316.0,2026-06-12T19:58:02
396,41.1,207.6,3374.9,7150.0,0,134,0.5451,71831,0.06346,3-full-speed,cactus_small,314.0,2026-06-12T19:58:02
397,56.4,207.6,3374.9,7150.0,2,183,0.5439,72014,0.05993,3-full-speed,cactus_small,319.0,2026-06-12T19:58:03
398,77.1,207.6,3374.9,7150.0,3,247,0.5423,72261,0.05884,3-full-speed,cactus_small,314.0,2026-06-12T19:58:04
399,112.3,207.6,3670.1,7150.0,7,354,0.5401,72615,0.06083,3-full-speed,cactus_small,50.0,2026-06-12T19:58:11
400,95.3,207.6,3670.1,7150.0,7,303,0.5382,72918,0.06197,3-full-speed,cactus_large,304.0,2026-06-12T19:58:12
401,41.7,207.6,3670.1,7150.0,0,136,0.5373,73054,0.06069,3-full-speed,cactus_large,284.0,2026-06-12T19:58:12
402,45.8,207.6,3670.1,7150.0,1,149,0.5364,73203,0.06452,3-full-speed,cactus_large,293.0,2026-06-12T19:58:13
403,40.5,207.6,3670.1,7150.0,0,132,0.5355,73335,0.06425,3-full-speed,cactus_large,301.0,2026-06-12T19:58:13
404,40.5,207.6,3670.1,7150.0,0,132,0.5347,73467,0.06309,3-full-speed,cactus_large,303.0,2026-06-12T19:58:14
405,98.5,207.6,3670.1,7150.0,6,312,0.5327,73779,0.06219,3-full-speed,cactus_small,304.0,2026-06-12T19:58:15
406,72.6,207.6,3670.1,7150.0,4,233,0.5313,74012,0.05766,3-full-speed,cactus_small,308.0,2026-06-12T19:58:15
407,40.9,207.6,3670.1,7150.0,0,134,0.5304,74146,0.06122,3-full-speed,cactus_large,318.0,2026-06-12T19:58:16
408,75.4,207.6,3670.1,7150.0,5,242,0.5289,74388,0.06445,3-full-speed,cactus_small,258.0,2026-06-12T19:58:17
409,40.5,207.6,3670.1,7150.0,0,132,0.528,74520,0.06146,3-full-speed,cactus_small,303.0,2026-06-12T19:58:17
410,40.5,207.6,3670.1,7150.0,0,132,0.5272,74652,0.0592,3-full-speed,cactus_small,313.0,2026-06-12T19:58:18
411,139.8,207.6,3670.1,7150.0,11,435,0.5244,75087,0.06091,3-full-speed,cactus_large,309.0,2026-06-12T19:58:19
412,40.9,207.6,3670.1,7150.0,0,134,0.5236,75221,0.0632,3-full-speed,cactus_large,315.0,2026-06-12T19:58:19
413,41.3,207.6,3670.1,7150.0,0,135,0.5227,75356,0.0585,3-full-speed,cactus_large,306.0,2026-06-12T19:58:20
414,58.5,207.6,3670.1,7150.0,2,189,0.5215,75545,0.06374,3-full-speed,cactus_small,304.0,2026-06-12T19:58:21
415,40.9,207.6,3670.1,7150.0,0,134,0.5207,75679,0.06492,3-full-speed,cactus_large,310.0,2026-06-12T19:58:21
416,84.0,207.6,3670.1,7150.0,4,268,0.519,75947,0.0626,3-full-speed,cactus_large,321.0,2026-06-12T19:58:22
417,96.5,207.6,3670.1,7150.0,7,306,0.5171,76253,0.06308,3-full-speed,cactus_small,315.0,2026-06-12T19:58:23
418,134.3,207.6,3670.1,7150.0,9,419,0.5144,76672,0.06156,3-full-speed,cactus_large,297.0,2026-06-12T19:58:24
419,84.3,207.6,3670.1,7150.0,5,269,0.5127,76941,0.06284,3-full-speed,cactus_small,300.0,2026-06-12T19:58:25
420,144.6,207.6,3670.1,7150.0,11,449,0.5099,77390,0.05993,3-full-speed,cactus_large,314.0,2026-06-12T19:58:27
421,40.5,207.6,3670.1,7150.0,0,132,0.509,77522,0.05998,3-full-speed,cactus_small,319.0,2026-06-12T19:58:27
422,156.0,207.6,3670.1,7150.0,13,482,0.506,78004,0.06193,3-full-speed,cactus_large,322.0,2026-06-12T19:58:28
423,117.8,207.6,3670.1,7150.0,8,370,0.5036,78374,0.06181,3-full-speed,cactus_small,319.0,2026-06-12T19:58:30
424,48.0,207.6,3670.1,7150.0,1,156,0.5026,78530,0.06268,3-full-speed,cactus_large,320.0,2026-06-12T19:58:30
425,52.0,207.6,3670.1,7150.0,2,169,0.5016,78699,0.06539,3-full-speed,cactus_large,317.0,2026-06-12T19:58:31
426,40.9,207.6,3670.1,7150.0,0,134,0.5007,78833,0.06026,3-full-speed,cactus_small,322.0,2026-06-12T19:58:31
427,83.0,207.6,3670.1,7150.0,5,265,0.499,79098,0.05944,3-full-speed,cactus_large,315.0,2026-06-12T19:58:32
428,90.0,207.6,3670.1,7150.0,5,287,0.4972,79385,0.06221,3-full-speed,cactus_small,306.0,2026-06-12T19:58:33
429,141.8,207.6,3670.1,7150.0,10,441,0.4944,79826,0.06197,3-full-speed,cactus_small,305.0,2026-06-12T19:58:34
430,153.4,207.6,3670.1,7150.0,11,474,0.4914,80300,0.06055,3-full-speed,cactus_small,311.0,2026-06-12T19:58:36
431,352.6,352.6,3670.1,7150.0,28,1007,0.4851,81307,0.06312,3-full-speed,cactus_large,306.0,2026-06-12T19:58:39
432,95.0,352.6,3670.1,7150.0,5,302,0.4831,81609,0.0646,3-full-speed,cactus_small,304.0,2026-06-12T19:58:40
433,48.2,352.6,3670.1,7150.0,1,157,0.4821,81766,0.06501,3-full-speed,cactus_small,316.0,2026-06-12T19:58:41
434,48.0,352.6,3670.1,7150.0,1,156,0.4812,81922,0.06258,3-full-speed,cactus_large,315.0,2026-06-12T19:58:41
